"Genus"	"DataID.56"	"DataID.12"	"DataID.15"	"DataID.368"	"DataID.272"	"DataID.65"	"DataID.455"	"DataID.248"	"DataID.249"	"DataID.878"	"DataID.489"	"DataID.465"	"DataID.1092"	"DataID.1093"	"DataID.1099"	"DataID.986"	"DataID.1370"	"DataID.1446"	"DataID.1470"	"DataID.487"	"DataID.488"	"DataID.101"	"DataID.1487"
"1594"	"Kiggelaria"	NA	13.32	3.697	NA	NA	2.7172465805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.499439958	NA
"1595"	"Knautia"	NA	21.1864294473889	2.28591666675	NA	NA	1.094172977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.435864	NA
"1596"	"Knorringia"	NA	8.598452278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1597"	"Kobresia"	NA	16.6872625247188	2.47769250561798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1598"	"Kochia"	NA	19.379844961	3.12733333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1599"	"Koeleria"	NA	13.331101321625	1.52722409471591	NA	1.42131871428571	1.46969589581818	36.6818468	16.9	NA	NA	NA	NA	NA	NA	8.54170382	NA	NA	NA	NA	NA	NA	NA	NA
"1600"	"Koilodepas"	NA	NA	1.995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1601"	"Kokoona"	NA	6.666666666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1602"	"Koompassia"	NA	8.771929824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1603"	"Korthalsella"	NA	9.149130832	2.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1604"	"Krameria"	NA	NA	1.85829268292683	NA	NA	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1605"	"Krascheninnikovia"	NA	10.706638115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1606"	"Krukoviella"	NA	9.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1607"	"Kuhnia"	NA	NA	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1608"	"Kunzea"	NA	11.1717681095	NA	NA	NA	2.2624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1609"	"Labordia"	NA	16.155088852	1.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1610"	"Laburnum"	0.1836706145	17.9306883692115	3.2039583333125	5.12878980928261	NA	1.911301221	NA	27.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.913552309	NA
"1611"	"Lacistema"	NA	18.284430435	2.141090489	NA	NA	2.143676085	26.7475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.277777777
"1612"	"Lacmellea"	NA	16.1770593977097	1.721501621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1613"	"Lactuca"	NA	22.0895420134444	1.95333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1614"	"Lacunaria"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.466371681
"1615"	"Laeliocattleya"	NA	NA	1.962308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.318462	NA	NA	NA	NA	NA	NA	NA
"1616"	"Laennecia"	NA	20	2.1550122602	NA	NA	1.07750613	NA	NA	NA	NA	NA	NA	NA	NA	12.394438982	NA	NA	NA	NA	NA	NA	NA	NA
"1617"	"Laetia"	NA	15.4141524603542	2.46071838028571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.953880266
"1618"	"Lafoensia"	NA	10.8536173555455	1.7529374095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1619"	"Lagarostrobos"	NA	4.644706448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1620"	"Lagenophora"	NA	31.3607954238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1621"	"Lagerstroemia"	NA	9.64547058	1.84333333333333	NA	NA	1.74706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1622"	"Lagochilus"	NA	NA	1.416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1623"	"Lagopsis"	NA	NA	1.095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1624"	"Lagotis"	NA	13.0219538785	2.45801703126667	NA	NA	2.205174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1625"	"Lagrezia"	NA	41.988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1626"	"Laguncularia"	NA	7.65696784	1.01333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1627"	"Lagurus"	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1628"	"Lambertia"	NA	4.368535935	0.607745127227273	NA	NA	1.34061745933333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.167557704	NA
"1629"	"Lamiastrum"	NA	27.6372401371818	3.4312746278	NA	NA	0.825229233	13.1012903235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1630"	"Lamiophlomis"	NA	10.3179758612	2.682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1631"	"Lamium"	NA	35.1326124606316	3.342666550725	NA	NA	0.518105819	17.243745189	NA	NA	NA	NA	NA	NA	NA	NA	1.8212885	NA	NA	NA	NA	NA	NA	NA
"1632"	"Lannea"	NA	12.391573729	1.7042	NA	NA	1.879545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1633"	"Lansium"	NA	NA	2.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1634"	"Lantana"	NA	22.8879098443333	2.53916666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1635"	"Laplacea"	NA	9.499999999	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1636"	"Laportea"	NA	NA	2.505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1637"	"Lappula"	NA	26.104751984125	3.6665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1638"	"Lapsana"	NA	49.3791666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1639"	"Larix"	0.258665968	10.7002646468684	1.96221621621441	3.68941224429508	2.58055555555	1.99379918841935	26.6266666666667	17.95	NA	NA	NA	115.806666666667	NA	NA	NA	1.66	NA	NA	NA	NA	NA	0.0434549976666667	NA
"1640"	"Larrea"	NA	5.72771483655556	2.15050508695652	NA	NA	4.3413156994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.162718978	NA
"1641"	"Laserpitium"	NA	14.985	2.61333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1642"	"Lasianthus"	NA	18.181818181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1643"	"Lasiopetalum"	NA	8.268061736	1.154487959775	NA	NA	1.39931446266667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.097112953	NA
"1644"	"Lastreopsis"	NA	23.4961438305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1645"	"Lathyrus"	NA	26.8752132516398	3.6755197682	NA	3.502	1.74640371061538	12.37186182	NA	2.931425	NA	NA	NA	NA	NA	NA	1.73028	NA	NA	NA	NA	NA	3.5187009575	NA
"1646"	"Launaea"	NA	9.281054813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1647"	"Laurelia"	NA	6.835	1.505	NA	NA	2.2143548385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1648"	"Laurus"	0.18105846	9.0943564728	1.3835	6.104263253	NA	1.620273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.227292257	NA
"1649"	"Lavandula"	0.2936969765	16.6216741208333	1.50794071428571	3.4323690635	NA	1.91049138125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0786368125	NA
"1650"	"Lavatera"	NA	20.92134591225	3.855	NA	NA	2.408971175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1651"	"Laxmannia"	NA	5.081772151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1652"	"Leandra"	NA	29.569467169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1653"	"Lecythidaceae"	NA	NA	2.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1654"	"Lecythis"	NA	11.1120740638	2.30776438853824	NA	NA	2.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.532558139
"1655"	"Ledum"	NA	11.5894607999615	1.51508235294118	NA	NA	3.0132419508	30.7666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1656"	"Leea"	NA	16.4840487733333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1657"	"Leersia"	NA	36.7484543493333	2.57895266666667	NA	1.973543	0.69552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1658"	"Legousia"	NA	65.6833333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1659"	"Leguminosae"	NA	11.7181444444444	2.32941176470588	NA	NA	2.15957443155556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1660"	"Leichardtia"	NA	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1661"	"Lembotropis"	NA	17.509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1662"	"Lemna"	NA	27.8625254942273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1663"	"Leocothea"	NA	6.493506493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1664"	"Leonia"	NA	NA	1.905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1665"	"Leontodon"	NA	24.9608036487203	2.17806905135	NA	NA	1.12760113	23.4613365168	25.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1666"	"Leontopodium"	NA	12.515644555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1667"	"Leonurus"	NA	24.153	2.276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1668"	"Lepechinia"	NA	11.6038148555	1.91610313254	NA	NA	1.98562847275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.64270826	NA
"1669"	"Lepiderema"	NA	9.46341946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1670"	"Lepidium"	NA	28.3975142312549	3.9703160813625	NA	NA	2.0062242145	NA	NA	NA	NA	NA	NA	NA	NA	14.212820529	NA	NA	NA	NA	NA	NA	0.1830708	NA
"1671"	"Lepidosperma"	NA	3.560370757	0.559375	NA	NA	2.48160535075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1672"	"Lepidothamnus"	NA	8.121699263	1.0192357057	NA	NA	1.254953763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1673"	"Lepisanthes"	NA	16.339869281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1674"	"Leptaulus"	NA	NA	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1675"	"Leptinella"	NA	31.845272061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1676"	"Leptodermis"	NA	15.6531275745	2.503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1677"	"Leptoloma"	NA	39.66625	2.325	NA	NA	0.588476749	19.51407285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1678"	"Leptopteris"	NA	23.99557160725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1679"	"Leptorhynchos"	NA	16.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1680"	"Leptospermum"	NA	9.03816394428125	1.05376890133889	NA	NA	1.93918455808696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.035737588	NA
"1681"	"Lespedeza"	NA	17.0753657140303	2.35266327083617	NA	3.31250183333333	1.67085484029412	23.1298967071429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1682"	"Leucadendron"	NA	4.9346432806	0.540704822128358	NA	NA	1.39051085838095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23840372785	NA
"1683"	"Leucaena"	NA	10.5742000565	3.759375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1684"	"Leucanthemopsis"	NA	15.75	2.36	NA	NA	1.4950275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1685"	"Leucanthemum"	NA	19.7180810489592	2.00777777766667	NA	NA	0.928556285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.327405	NA
"1686"	"Leucobryum"	NA	8.333333333	0.237	NA	NA	0.0357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1687"	"Leucojum"	NA	28.588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1688"	"Leucopogon"	NA	8.93616767015385	0.952333333333333	NA	NA	1.739097635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1689"	"Leucosceptrum"	NA	NA	3.5275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1690"	"Leucosidea"	NA	NA	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1691"	"Leucospermum"	NA	4.2163433412	0.664775625336364	NA	NA	1.537628369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4311008658	NA
"1692"	"Leucothoe"	NA	11.7083963042	1.0675	NA	NA	0.8718329595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1693"	"Leuzea"	NA	8.448311784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1694"	"Levisticum"	NA	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1695"	"Leycesteria"	NA	48.115355783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1696"	"Leymus"	NA	8.837246541	2.79277777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1697"	"liana"	NA	10.0327210751429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1698"	"Liatris"	NA	15.5299875005556	1.50135332732	NA	2.766215	1.26113754333333	33.1395837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1699"	"Libertia"	NA	11.088634398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1700"	"Libocedrus"	NA	5.346886998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1701"	"Librevillea"	NA	NA	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1702"	"Licania"	NA	13.6812264244512	1.45513883951163	NA	NA	1.43419440908333	27.245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.179791976	17.1247540145
"1703"	"Licaria"	NA	11.0245440261429	2.123784800925	NA	NA	3.07880049633333	14.425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.8255393835
"1704"	"Licuala"	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1705"	"Ligaria"	NA	2.576465298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1706"	"Ligularia"	NA	12.4526601234444	2.08090303108889	NA	NA	1.147041868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1707"	"Ligusticum"	NA	22.2267067913889	3.885	NA	NA	2.2700973135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1708"	"Ligustrum"	0.224869374	14.100730213069	1.7311249999875	4.29892595012903	NA	1.474005816	NA	25.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.989202891	NA
"1709"	"Lilaea"	NA	4.592960288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1710"	"Lilium"	NA	22.7159018845	3.76	NA	NA	1.458879999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7004792	NA
"1711"	"Limonium"	NA	10.9005984861667	2.53537878787727	NA	NA	2.658551732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1712"	"Limosella"	NA	27.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1713"	"Linaria"	NA	19.3653185444359	1.82657374216	NA	NA	1.253319473	27.1536895748	NA	NA	NA	NA	NA	NA	NA	10.012387037	NA	NA	NA	NA	NA	NA	NA	NA
"1714"	"Lindackeria"	NA	13.5850716669687	2.26709233033333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1715"	"Lindelofia"	NA	16.286644951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1716"	"Lindera"	NA	30.55647068075	3.39354545454545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1717"	"Linnaea"	NA	28.4198660212222	0.986033169816667	NA	NA	0.5583233035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05763	NA
"1718"	"Linociera"	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1719"	"Linum"	0.316250178	30.7684186254068	2.38769914431111	3.175157303	NA	1.8430857605	NA	NA	NA	NA	NA	NA	NA	NA	11.011668145	NA	NA	NA	NA	NA	NA	NA	NA
"1720"	"Liparis"	NA	38.005	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1721"	"Lippia"	NA	6.098183981	2.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1722"	"Liquidambar"	NA	12.4404683894615	1.59506624489796	NA	NA	1.63184390654545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.926408574	NA
"1723"	"Liriodendron"	NA	17.1639728704167	2.35259319047619	NA	1.93577777777778	1.29534872244444	31.4	NA	NA	NA	NA	45.5	NA	NA	NA	0.21	NA	NA	NA	NA	NA	26.7300060865	NA
"1724"	"Liriope"	NA	12.05	2.61	NA	NA	2.165975103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1725"	"Lisianthius"	NA	9.451795841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1726"	"Lissanthe"	NA	2.587867647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1727"	"Listera"	NA	35.5972819917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1728"	"Litchi"	NA	7.7579519	1.376	NA	NA	1.83038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1729"	"Lithocarpus"	NA	9.86071040466667	1.4456244259	NA	NA	2.53258239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1730"	"Lithospermum"	NA	19.1987766810476	1.72914100612143	NA	NA	1.09166166009091	28.76317864	NA	NA	NA	NA	NA	NA	NA	8.125218152	NA	NA	NA	NA	NA	NA	NA	NA
"1731"	"Lithraea"	NA	5.4752631574	1.295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1732"	"Lithrea"	NA	6.178999999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1733"	"Litsea"	NA	15.6854995947778	1.965782224675	NA	NA	0.7735975175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1734"	"Littorella"	NA	13.785	3.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1735"	"Livistona"	NA	7.10669322125	1.34091666666667	NA	NA	3.086238948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1736"	"Lloydia"	NA	8.93827065833333	2.2603670208	NA	NA	1.533750207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1737"	"Lobelia"	NA	28.7788251793333	4.242186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1738"	"Logfia"	NA	33.990625	1.292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1739"	"Loiseleuria"	NA	4.62072920066667	0.888333333333333	NA	NA	2.06553333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1740"	"Lolium"	NA	27.12122817615	2.74100140744444	NA	0.97	1.482759618375	20.2	22.3	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	0.197027667	NA
"1741"	"Lomandra"	NA	4.15282043610526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1742"	"Lomariopsis"	NA	27.863777089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1743"	"Lomatia"	NA	7.94762205575	0.674752598775	NA	NA	0.9377195162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.556514457	NA
"1744"	"Lomatocarpa"	NA	18.181818181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
