"obsNsubID"	"obsID"	"GenusSpecies"	"Genus"	"Species"	"status"	"subObsID"	"sppdens_inv"	"sppdens_nat"	"spperc_inv"	"spperc_nat"	"MeasID_3"	"MeasID_4"	"MeasID_5"	"MeasID_6"	"MeasID_7"	"MeasID_8"	"MeasID_9"	"MeasID_10"	"MeasID_11"	"MeasID_12"	"MeasID_13"	"MeasID_14"	"MeasID_15"	"MeasID_16"	"MeasID_17"	"MeasID_18"
"272"	274	54	"Aporosa chinensis"	"Aporosa"	"chinensis"	"N"	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"273"	275	55	"Chrysanthemoides monilifera"	"Chrysanthemoides"	"monilifera"	"I"	1	NA	NA	70	NA	20.7	60.3	NA	NA	NA	NA	NA	NA	NA	1.9	0.64	NA	NA	NA	NA	NA
"274"	276	55	"Themeda australis"	"Themeda"	"australis"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"275"	277	55	"Pteridium esculentum"	"Pteridium"	"esculentum"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"276"	278	55	"Lomandra longifolia"	"Lomandra"	"longifolia"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"277"	279	55	"Leptospermum laevigatum"	"Leptospermum"	"laevigatum"	"N"	5	NA	NA	NA	NA	36.8	92.9	NA	NA	NA	NA	NA	NA	NA	1.4	0.56	NA	NA	NA	NA	NA
"278"	280	55	"Banksia integrifolia"	"Banksia"	"integrifolia"	"N"	6	NA	NA	NA	NA	41.8	82.5	NA	NA	NA	NA	NA	NA	NA	1.2	0.6	NA	NA	NA	NA	NA
"279"	281	55	"Acacia longifolia"	"Acacia"	"longifolia"	"N"	7	NA	NA	NA	NA	19.2	35.4	NA	NA	NA	NA	NA	NA	NA	2.6	1.34	NA	NA	NA	NA	NA
"280"	282	56	"Chrysanthemoides monilifera"	"Chrysanthemoides"	"monilifera"	"I"	1	NA	NA	70	NA	20.7	60.3	NA	NA	NA	NA	NA	NA	NA	1.9	0.64	NA	NA	NA	NA	NA
"281"	283	56	"Themeda australis"	"Themeda"	"australis"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"282"	284	56	"Pteridium esculentum"	"Pteridium"	"esculentum"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"283"	285	56	"Lomandra longifolia"	"Lomandra"	"longifolia"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"284"	286	56	"Leptospermum laevigatum"	"Leptospermum"	"laevigatum"	"N"	5	NA	NA	NA	NA	36.8	92.9	NA	NA	NA	NA	NA	NA	NA	1.4	0.56	NA	NA	NA	NA	NA
"285"	287	56	"Banksia integrifolia"	"Banksia"	"integrifolia"	"N"	6	NA	NA	NA	NA	41.8	82.5	NA	NA	NA	NA	NA	NA	NA	1.2	0.6	NA	NA	NA	NA	NA
"286"	288	56	"Acacia longifolia"	"Acacia"	"longifolia"	"N"	7	NA	NA	NA	NA	19.2	35.4	NA	NA	NA	NA	NA	NA	NA	2.6	1.34	NA	NA	NA	NA	NA
"287"	289	57	"Chrysanthemoides monilifera"	"Chrysanthemoides"	"monilifera"	"I"	1	NA	NA	70	NA	20.7	60.3	NA	NA	NA	NA	NA	NA	NA	1.9	0.64	NA	NA	NA	NA	NA
"288"	290	57	"Themeda australis"	"Themeda"	"australis"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"289"	291	57	"Pteridium esculentum"	"Pteridium"	"esculentum"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"290"	292	57	"Lomandra longifolia"	"Lomandra"	"longifolia"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"291"	293	57	"Leptospermum laevigatum"	"Leptospermum"	"laevigatum"	"N"	5	NA	NA	NA	NA	36.8	92.9	NA	NA	NA	NA	NA	NA	NA	1.4	0.56	NA	NA	NA	NA	NA
"292"	294	57	"Banksia integrifolia"	"Banksia"	"integrifolia"	"N"	6	NA	NA	NA	NA	41.8	82.5	NA	NA	NA	NA	NA	NA	NA	1.2	0.6	NA	NA	NA	NA	NA
"293"	295	57	"Acacia longifolia"	"Acacia"	"longifolia"	"N"	7	NA	NA	NA	NA	19.2	35.4	NA	NA	NA	NA	NA	NA	NA	2.6	1.34	NA	NA	NA	NA	NA
"294"	296	58	"Schizachyrium condensatum"	"Schizachyrium"	"condensatum"	"I"	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"295"	297	58	"Melinis minutiflora"	"Melinis"	"minutiflora"	"I"	2	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"296"	298	58	"Andropogon virginicus"	"Andropogon"	"virginicus"	"I"	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"297"	299	58	"Metrosideros polymorpha"	"Metrosideros"	"polymorpha"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"298"	300	59	"Schizachyrium condensatum"	"Schizachyrium"	"condensatum"	"I"	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"299"	301	59	"Melinis minutiflora"	"Melinis"	"minutiflora"	"I"	2	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"300"	302	59	"Andropogon virginicus"	"Andropogon"	"virginicus"	"I"	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"301"	303	59	"Metrosideros polymorpha"	"Metrosideros"	"polymorpha"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"302"	304	60	"Acacia longifolia"	"Acacia"	"longifolia"	"I"	1	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"303"	305	60	"coastal sane dune \"herbs and shrubs\""	NA	NA	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"304"	306	61	"Melaleuca quinquenervia"	"Melaleuca"	"quinquenervia"	"I"	1	40	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"305"	307	61	"Taxodium distichum"	"Taxodium"	"distichum"	"N"	2	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"306"	308	61	"Pinus elliotii"	"Pinus"	"elliotii"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"307"	309	62	"Cornus drummondii"	"Cornus"	"drummondii"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"308"	310	62	"Sorghastrum nutans"	"Sorghastrum"	"nutans"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"309"	311	62	"Andropogon scoparius"	"Andropogon"	"scoparius"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"310"	312	62	"Andropogon gerardii"	"Andropogon"	"gerardii"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"311"	313	63	"Zanthozylum fagara"	"Zanthozylum"	"fagara"	"I"	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"312"	314	63	"Prosopis glandulosa"	"Prosopis"	"glandulosa"	"I"	2	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"313"	315	63	"Mahonia trifoliolata"	"Mahonia"	"trifoliolata"	"I"	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"314"	316	63	"Diospyros texana"	"Diospyros"	"texana"	"I"	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"315"	317	63	"Condalia hookeri"	"Condalia"	"hookeri"	"I"	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"316"	318	63	"Tridens spp"	"Tridens"	"spp"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"317"	319	63	"Panicum hallii"	"Panicum"	"hallii"	"N"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"318"	320	63	"for others, see Archer 1995"	NA	NA	"N"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"319"	321	63	"Chloris cucullata"	"Chloris"	"cucullata"	"N"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"320"	322	63	"Bouteloua hirsuta"	"Bouteloua"	"hirsuta"	"N"	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"321"	323	64	"Microstegium vimineum"	"Microstegium"	"vimineum"	"I"	1	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"322"	324	64	"Vaccinium spp"	"Vaccinium"	"spp"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"323"	325	64	"Sassafras albidum"	"Sassafras"	"albidum"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"324"	326	64	"Quercus velutina"	"Quercus"	"velutina"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"325"	327	64	"Quercus prinus"	"Quercus"	"prinus"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"326"	328	64	"Pinus strobus"	"Pinus"	"strobus"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"327"	329	64	"Oxydendron arboreum"	"Oxydendron"	"arboreum"	"N"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"328"	330	64	"Nyssa sylvatica"	"Nyssa"	"sylvatica"	"N"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"329"	331	64	"Acer rubrum"	"Acer"	"rubrum"	"N"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"330"	332	65	"Microstegium vimineum"	"Microstegium"	"vimineum"	"I"	1	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"331"	333	65	"Vaccinium spp"	"Vaccinium"	"spp"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"332"	334	65	"Sassafras albidum"	"Sassafras"	"albidum"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"333"	335	65	"Quercus velutina"	"Quercus"	"velutina"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"334"	336	65	"Quercus prinus"	"Quercus"	"prinus"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"335"	337	65	"Pinus strobus"	"Pinus"	"strobus"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"336"	338	65	"Oxydendron arboreum"	"Oxydendron"	"arboreum"	"N"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"337"	339	65	"Nyssa sylvatica"	"Nyssa"	"sylvatica"	"N"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"338"	340	65	"Acer rubrum"	"Acer"	"rubrum"	"N"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"339"	341	66	"Microstegium vimineum"	"Microstegium"	"vimineum"	"I"	1	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"340"	342	66	"Vaccinium spp"	"Vaccinium"	"spp"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"341"	343	66	"Sassafras albidum"	"Sassafras"	"albidum"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"342"	344	66	"Quercus velutina"	"Quercus"	"velutina"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"343"	345	66	"Quercus prinus"	"Quercus"	"prinus"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"344"	346	66	"Pinus strobus"	"Pinus"	"strobus"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"345"	347	66	"Oxydendron arboreum"	"Oxydendron"	"arboreum"	"N"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"346"	348	66	"Nyssa sylvatica"	"Nyssa"	"sylvatica"	"N"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"347"	349	66	"Acer rubrum"	"Acer"	"rubrum"	"N"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"348"	350	67	"Microstegium vimineum"	"Microstegium"	"vimineum"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"349"	351	68	"Betula spp"	"Betula"	"spp"	"I"	1	NA	NA	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"350"	352	68	"Pteridium aquilinum"	"Pteridium"	"aquilinum"	"N"	2	NA	NA	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"351"	353	68	"Molinia caerulea"	"Molinia"	"caerulea"	"N"	3	NA	NA	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"352"	354	68	"Erica tetralix"	"Erica"	"tetralix"	"N"	4	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"353"	355	68	"Erica cinerea"	"Erica"	"cinerea"	"N"	5	NA	NA	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"354"	356	68	"Cladonia portentosa"	"Cladonia"	"portentosa"	"N"	6	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"355"	357	68	"Calluna vulgaris"	"Calluna"	"vulgaris"	"N"	7	NA	NA	1	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"356"	358	68	"Agrostis curtisii"	"Agrostis"	"curtisii"	"N"	8	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"357"	359	69	"Pinus sylvestris"	"Pinus"	"sylvestris"	"I"	1	NA	NA	30	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"358"	360	69	"Pteridium aquilinum"	"Pteridium"	"aquilinum"	"N"	2	NA	NA	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"359"	361	69	"Erica tetralix"	"Erica"	"tetralix"	"N"	3	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"360"	362	69	"Erica cinerea"	"Erica"	"cinerea"	"N"	4	NA	NA	1	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"361"	363	69	"Cladonia portentosa"	"Cladonia"	"portentosa"	"N"	5	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"362"	364	69	"Calluna vulgaris"	"Calluna"	"vulgaris"	"N"	6	NA	NA	0	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"363"	365	70	"Pteridium aquilinum"	"Pteridium"	"aquilinum"	"I"	1	NA	NA	93	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"364"	366	70	"Molinia caerulea"	"Molinia"	"caerulea"	"N"	2	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"365"	367	70	"Erica tetralix"	"Erica"	"tetralix"	"N"	3	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"366"	368	70	"Erica cinerea"	"Erica"	"cinerea"	"N"	4	NA	NA	2	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"367"	369	70	"Cladonia portentosa"	"Cladonia"	"portentosa"	"N"	5	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"368"	370	70	"Calluna vulgaris"	"Calluna"	"vulgaris"	"N"	6	NA	NA	0	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"369"	371	71	"Rhododendron ponticum"	"Rhododendron"	"ponticum"	"I"	1	NA	NA	57	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"370"	372	71	"Erica tetralix"	"Erica"	"tetralix"	"N"	2	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"371"	373	71	"Erica cinerea"	"Erica"	"cinerea"	"N"	3	NA	NA	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"372"	374	71	"Cladonia portentosa"	"Cladonia"	"portentosa"	"N"	4	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"373"	375	71	"Calluna vulgaris"	"Calluna"	"vulgaris"	"N"	5	NA	NA	0	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"374"	376	72	"Ulex europaeus"	"Ulex"	"europaeus"	"I"	1	NA	NA	82	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"375"	377	72	"Molinia caerulea"	"Molinia"	"caerulea"	"N"	2	NA	NA	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"376"	378	72	"Erica tetralix"	"Erica"	"tetralix"	"N"	3	NA	NA	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"377"	379	72	"Erica cinerea"	"Erica"	"cinerea"	"N"	4	NA	NA	11	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"378"	380	72	"Cladonia portentosa"	"Cladonia"	"portentosa"	"N"	5	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"379"	381	72	"Calluna vulgaris"	"Calluna"	"vulgaris"	"N"	6	NA	NA	7	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"380"	382	73	"Lythrum salicaria"	"Lythrum"	"salicaria"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.63	NA	NA	NA	NA	NA	NA
"381"	383	73	"Phragmites australis"	"Phragmites"	"australis"	"N"	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	NA	NA	NA	NA
"382"	384	74	"Lythrum salicaria"	"Lythrum"	"salicaria"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.63	NA	NA	2.63	NA	NA	NA
"383"	385	74	"Phragmites australis"	"Phragmites"	"australis"	"N"	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	3.53	NA	NA	NA
"384"	386	75	"Typha angustifolia"	"Typha"	"angustifolia"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA
"385"	387	75	"Phragmites australis"	"Phragmites"	"australis"	"N"	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	NA	NA	NA	NA
"386"	388	76	"Typha angustifolia"	"Typha"	"angustifolia"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA	NA	1.67	NA	NA	NA
"387"	389	76	"Phragmites australis"	"Phragmites"	"australis"	"N"	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	3.53	NA	NA	NA
"388"	390	77	"Spartina alterniflora"	"Spartina"	"alterniflora"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	0.74	NA	1.19	NA	NA	NA
"389"	391	77	"Phragmites australis"	"Phragmites"	"australis"	"N"	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	0.74	NA	1.8	NA	NA	NA
"390"	392	78	"Andropogon bladhii"	"Andropogon"	"bladhii"	"I"	1	NA	NA	NA	NA	125.9	NA	77.07	NA	NA	NA	13.08	NA	962.5	0.39	NA	NA	0.39	NA	NA	NA
"391"	393	78	"Sorghastrum nutans"	"Sorghastrum"	"nutans"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"392"	394	78	"Panicum virgatum"	"Panicum"	"virgatum"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"393"	395	78	"Andropogon gerardii"	"Andropogon"	"gerardii"	"N"	4	NA	NA	NA	NA	101.9	NA	61.68	NA	NA	NA	11.17	NA	528.5	0.41	NA	NA	0.41	NA	NA	NA
"394"	396	79	"Andropogon bladhii"	"Andropogon"	"bladhii"	"I"	1	NA	NA	NA	NA	89.43	NA	53.4	NA	NA	NA	13.93	NA	680.5	0.6	NA	NA	0.6	NA	NA	NA
"395"	397	79	"Sorghastrum nutans"	"Sorghastrum"	"nutans"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"396"	398	79	"Panicum virgatum"	"Panicum"	"virgatum"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"397"	399	79	"Andropogon gerardii"	"Andropogon"	"gerardii"	"N"	4	NA	NA	NA	NA	78.32	NA	51.63	NA	NA	NA	10.45	NA	581.5	0.55	NA	NA	0.55	NA	NA	NA
"398"	400	80	"Bromus tectorum"	"Bromus"	"tectorum"	"I"	1	NA	NA	23	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"399"	401	80	"Stipa hymenoides"	"Stipa"	"hymenoides"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"400"	402	80	"Stipa comata"	"Stipa"	"comata"	"N"	3	NA	NA	0	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"401"	403	80	"Hilaria jamesii"	"Hilaria"	"jamesii"	"N"	4	NA	NA	9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"402"	404	81	"Alliaria petiolata"	"Alliaria"	"petiolata"	"I"	1	177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"403"	405	81	"Tsuga canadensis"	"Tsuga"	"canadensis"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"404"	406	81	"Solidago spp"	"Solidago"	"spp"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"405"	407	81	"Silacina racemosa"	"Silacina"	"racemosa"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"406"	408	81	"Quercus rubra"	"Quercus"	"rubra"	"N"	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"407"	409	81	"Populus gradidentata"	"Populus"	"gradidentata"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"408"	410	81	"Maianthemum canadense"	"Maianthemum"	"canadense"	"N"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
