"GenusSpecies"	"DataID.56"	"DataID.12"	"DataID.15"	"DataID.368"	"DataID.272"	"DataID.65"	"DataID.455"	"DataID.248"	"DataID.249"	"DataID.878"	"DataID.489"	"DataID.465"	"DataID.1092"	"DataID.1093"	"DataID.1099"	"DataID.986"	"DataID.1370"	"DataID.1446"	"DataID.1470"	"DataID.487"	"DataID.488"	"DataID.101"	"DataID.1487"
"4191"	"Glycine microphylla"	NA	30.799217877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4192"	"Glycine wightii"	NA	NA	19.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4193"	"Glycyrrhiza inflata"	NA	NA	19.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4194"	"Glycyrrhiza squamulosa"	NA	NA	32.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4195"	"Glycyrrhiza uralensis"	NA	14.8088168135	27.3181481481111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4196"	"Gnaphalium affine"	NA	15.6531275745	38.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4197"	"Gnaphalium gaudichaudianum"	NA	14.87298426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4198"	"Gnaphalium luteo-album"	NA	36.3345454545455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4199"	"Gnaphalium obtusifolium"	NA	43.6865117605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4200"	"Gnaphalium supinum"	NA	27.003003748	22.463814866	NA	NA	0.831900594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4201"	"Gnephosis foliata"	NA	16.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4202"	"Gnetum parvifolium"	NA	13.755158184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4203"	"Gochnatia barrosii"	NA	NA	16.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4204"	"Gochnatia fascicularis"	NA	NA	15.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4205"	"Gochnatia floribunda"	NA	5.952	16.1	NA	NA	2.704973118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4206"	"Godmania macrocarpa"	NA	9.48	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4207"	"Goethalsia meiantha"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.503267973
"4208"	"Gomidesia fenzliana"	NA	7.1049999995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4209"	"Gomidesia schaueriana"	NA	12.745581297	14.8125	NA	NA	1.162167472	32.37125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4210"	"Gompholobium foliolosum"	NA	3.891372031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4211"	"Gompholobium glabratum"	NA	7.710135223	11.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4212"	"Gompholobium grandiflorum"	NA	6.71025342383333	12.2124209062	NA	NA	1.5874673435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.190254904	NA
"4213"	"Gompholobium latifolium"	NA	14.5483161826667	17.109507431	NA	NA	1.626900139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.633619035	NA
"4214"	"Gomphrena pulchella"	NA	12.4043333333333	26.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4215"	"Gomphrena vaga"	NA	NA	31.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4216"	"Gonioanthela sp"	NA	NA	21.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4217"	"Gonocarpus aggregatus"	NA	13.595739984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4218"	"Gonocarpus incanus"	NA	16.868931438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4219"	"Gonocarpus micranthus"	NA	28.938181403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4220"	"Goodenia bellidifolia"	NA	4.61914933066667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4221"	"Goodenia cycloptera"	NA	8.6365815215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4222"	"Goodenia glauca"	NA	7.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4223"	"Goodenia hederacea"	NA	5.190897435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4224"	"Goodenia ovata"	NA	21.4808997015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4225"	"Goodenia pinnatifida"	NA	13.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4226"	"Goodenia pusilliflora"	NA	11.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4227"	"Goodenia sp"	NA	6.51435272366667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4228"	"Goodenia willisiana"	NA	8.662248062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4229"	"Gordonia axillaris"	NA	4.590177774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4230"	"Gordonia lasianthus"	NA	16.546484037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4231"	"Gossampinus malabarica"	NA	NA	20.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4232"	"Gossypium herbaceum"	NA	NA	23.6766666666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4233"	"Gossypium hirsutum"	NA	20	29.4	NA	NA	1.4025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4234"	"Gouania lupuloides"	NA	21.944922747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4235"	"Goupia glabra"	NA	11.9322393883333	15.0593066666	NA	NA	1.20809398307143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.133949191	NA
"4236"	"Graffenrieda emarginata"	NA	NA	7.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4237"	"Graffenrieda latifolia"	NA	13.850415512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4238"	"Grahamia bracteata"	NA	16.898029928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4239"	"Graminee sp"	NA	NA	18.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4240"	"Graminoid abandoned"	NA	15.6	21.49056	NA	NA	1.3776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4241"	"Graminoid meadow"	NA	20.9	36.80908	NA	NA	1.7612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4242"	"Graminoid pasture"	NA	15.1	23.06374	NA	NA	1.5274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4243"	"Graminoids sp"	NA	NA	14.3075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4244"	"Grammitis billardieri"	NA	11.0771426537222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4245"	"grass sp"	NA	15.315	14.9728260869565	NA	NA	NA	NA	NA	NA	NA	48	43.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4246"	"grasses sp"	NA	NA	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4247"	"Gratiola officinalis"	NA	31.152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4248"	"Grevillea anethifolia"	NA	NA	12.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4249"	"Grevillea aneura"	NA	6.887331903	12.4	NA	NA	1.7961726575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4250"	"Grevillea annulifera"	NA	NA	8.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4251"	"Grevillea barklyana"	NA	6.666666666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4252"	"Grevillea buxifolia"	NA	8.574748182	7.15109193714286	NA	NA	0.778716621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.039706826	NA
"4253"	"Grevillea dimidiata"	NA	3	7.73	NA	NA	2.576666666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4254"	"Grevillea hilliana"	NA	7.85737859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4255"	"Grevillea juncifolia"	NA	NA	9.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4256"	"Grevillea leucopteris"	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4257"	"Grevillea pyramidalis"	NA	1.03	5.58	NA	NA	3.448425033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4258"	"Grevillea ramosissima"	NA	4.399066742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4259"	"Grevillea robusta"	NA	19.379844961	21.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4260"	"Grevillea speciosa"	NA	6.58459021416667	8.33735740014286	NA	NA	1.323293665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.206899553	NA
"4261"	"Grevillea striata"	NA	2.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4262"	"Grevillea thelemanniana"	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4263"	"Grewia asiatica"	NA	9.881422924	17.3	NA	NA	1.75076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4264"	"Grewia bicolor"	NA	NA	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4265"	"Grewia biloba"	NA	NA	26.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4266"	"Grewia bilubosa"	NA	NA	23.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4267"	"Grewia flava"	NA	5.34	25.9940566666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4268"	"Grewia flavescens"	NA	NA	28.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4269"	"Grewia glabra"	NA	21.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4270"	"Grewia paniculata"	NA	NA	16.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4271"	"Grewia sp"	NA	NA	17.4888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4272"	"Greyia sutherlandii"	NA	NA	6.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4273"	"Grina autumnalis"	NA	6.628371796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4274"	"Grindelia pulchella"	NA	11.822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4275"	"Griselinia littoralis"	NA	10.6357585856522	10.23223175	NA	NA	1.2128390245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.973864	NA
"4276"	"Groenlandia densa"	NA	94.134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4277"	"Guamia sp"	NA	22.028673835	17.39	NA	NA	0.788971688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.666961	20.479591836
"4278"	"Guapira areolata"	NA	NA	29.7666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4279"	"Guapira graciliflora"	NA	NA	39.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4280"	"Guapira noxia"	NA	NA	37.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4281"	"Guapira obtusata"	NA	NA	26.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4282"	"Guapira opposita"	NA	4.689816007	34.7625	NA	NA	7.322386286	12.77375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4283"	"Guapira sp"	NA	NA	32.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4284"	"Guapira standleyana"	NA	17.5330386443947	37.26715485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4285"	"Guarea bullata"	NA	10.8454170802727	14.84521159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4286"	"Guarea fuzzy"	NA	11.863803535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4287"	"Guarea glabra"	NA	8.6863303735	22.3	NA	NA	2.0146871835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.849375	16.267905536
"4288"	"Guarea grandifolia"	NA	13.4168903459375	19.736804474	NA	NA	1.6128354295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.15328	11.608247972
"4289"	"Guarea guidonia"	NA	17.041701353	27.43944974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4290"	"Guarea kunthiana"	NA	9.738883856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4291"	"Guarea macrophylla"	NA	5.152530412	26.625	NA	NA	5.167363968	17.9875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4292"	"Guarea multiflora"	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4293"	"Guarea pubescens"	NA	NA	18.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4294"	"Guarea sp"	NA	NA	21.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4295"	"Guarea swartzii"	NA	10.1	18.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4296"	"Guarea trunciflora"	NA	NA	24.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4297"	"Guatteria aeruginosa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.41488
"4298"	"Guatteria citriodora"	NA	NA	21.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4299"	"Guatteria decurrens"	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4300"	"Guatteria diospyroides"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.877978339
"4301"	"Guatteria dumetorum"	NA	15.3365942720377	21.643612705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.02665374
"4302"	"Guatteria galeottiana"	NA	10.917030567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4303"	"Guatteria gomeziana"	NA	8.6193148045	22.1875	NA	NA	2.5778427355	20.8825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4304"	"Guatteria megalophylla"	NA	NA	21.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4305"	"Guatteria olivacea"	NA	NA	14.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4306"	"Guatteria poeppigiana"	NA	NA	20.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4307"	"Guatteria recurvisepala"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.649166666
"4308"	"Guatteria sp"	NA	NA	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4309"	"Guazuma ulmifolia"	NA	23.2010749925385	26.25957883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4310"	"Guettarda eximia"	NA	NA	14.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4311"	"Guettarda foliacea"	NA	25.0853780332759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4312"	"Guettarda scabra"	NA	NA	8.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4313"	"Guettarda spruceana"	NA	NA	17.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4314"	"Guibourtia coleosperma"	NA	NA	23.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4315"	"Guiera senegalensis"	NA	NA	15.51111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4316"	"Guilfoylia monostylis"	NA	11.627906976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4317"	"Guioa acutifolia"	NA	14.365685701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4318"	"Gunnera magellanica"	NA	9.174311926	22.7	NA	NA	2.4743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4319"	"Gustavia elliptica"	NA	NA	21.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4320"	"Gustavia hexapetala"	NA	NA	20.275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4321"	"Gustavia superba"	NA	18.8274900096667	37.31445114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4322"	"Gutierrezia sarothrae"	NA	5.39327683333333	22.0542344272857	NA	NA	3.967731954	NA	NA	NA	NA	NA	NA	NA	NA	12.71	NA	NA	NA	NA	NA	NA	0.446040001	NA
"4323"	"Guzmania lingulata"	NA	NA	8.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4324"	"Gymnadenia conopsea"	NA	19.0097837951667	28.856212366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4325"	"Gymnadenia odoratissima"	NA	23.772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4326"	"Gymnocarpium dryopteris"	NA	62.9579843771875	21.2662563335	NA	NA	0.4670271055	NA	NA	6.70625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.982464816	NA
"4327"	"Gymnocarpium robertianum"	NA	25.2333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4328"	"Gymnopodium floribundum"	NA	NA	25.49795481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4329"	"Gymnostachys anceps"	NA	3.79871636175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4330"	"Gynoxys sp"	NA	5.952380952	15.9	NA	NA	2.68992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4331"	"Gypsophila capituliflora"	NA	8.49617672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4332"	"Gypsophila fastigiata"	NA	8.941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4333"	"Gypsophila hispanica"	NA	7.680246718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4334"	"Gypsophila perfoliata"	NA	16.616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4335"	"Gypsophila repens"	NA	15.232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4336"	"Gypsophila scorzonerifolia"	NA	9.786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4337"	"Gyrostemon ramulosus"	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4338"	"Haematoxylum campechianum"	NA	16.339869281	23.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4339"	"Haenianthus incrassatus"	NA	5	12.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4340"	"Hakea acuminata"	NA	2.434825499	4.515	NA	NA	1.86050294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.821145725	NA
"4341"	"Hakea adnata"	NA	2.087923955	4.205	NA	NA	1.583941052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.208753436	NA
"4342"	"Hakea ambigua"	NA	4.007388578	6.02	NA	NA	1.507215954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.644553366	NA
