obsID	covEntryID	covCat	covDescript	covInvasive	covMultiGrowth	covMultiHeight	covSpEntryID	covNumSpp	covUnit	covVarType	covRef	covImageFile	covAggNum	covInvMean	covInvVar	covInvN	covNatMean	covNatVar	covNatN	covNote	covQuality	covQualityOther	
62.32	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			25.5	NA	10	8	NA	10		measured		
62.32	4	sp_plantcov	Ulex minor	native	shrub	understory	4	1 species	%	Not reported	Table 2			15.5	NA	10	5.2	NA	10		measured		
62.32	5	sp_plantcov	Hypnum cupressiforme	native	nonvascular	understory	5	1 species	%	Not reported	Table 2			0	NA	10	15.5	NA	10		measured		
62.32	6	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	1.4	NA	10		measured		
62.32	7	sp_plantcov	Pleurozium schreberi	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	15.9	NA	10		measured		
62.32	8	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			0	NA	10	0.3	NA	10		measured		
62.32	9	sp_plantcov	Pteridium aquilinum	native	forb	understory	9	1 species	%	Not reported	Table 2			2.2	NA	10	0	NA	10		measured		
62.33	1	sp_plantcov	Ulex europaeus	invasive	shrub	understory	1	1 species	%	Not reported	Table 2			75.3	NA	10	0	NA	10		measured		
62.33	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			5.8	NA	10	66.1	NA	10		measured		
62.33	3	sp_plantcov	Cuscuta epithymum	native	forb	understory	3	1 species	%	Not reported	Table 2			0	NA	10	5.4	NA	10		measured		
62.33	4	sp_plantcov	Erica cinerea	native	shrub	understory	4	1 species	%	Not reported	Table 2			11.3	NA	10	25.7	NA	10		measured		
62.33	5	sp_plantcov	Erica tetralix	native	shrub	understory	5	1 species	%	Not reported	Table 2			0.3	NA	10	2.6	NA	10		measured		
62.33	6	sp_plantcov	Ulex minor	native	shrub	understory	6	1 species	%	Not reported	Table 2			1	NA	10	4.8	NA	10		measured		
62.33	7	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	1.3	NA	10		measured		
62.33	8	sp_plantcov	Pteridium aquilinum	native	forb	understory	8	1 species	%	Not reported	Table 2			1.7	NA	10	0	NA	10		measured		
62.33	9	sp_plantcov	Vaccinium myrtillus	native	shrub	understory	9	1 species	%	Not reported	Table 2			8.1	NA	10	0	NA	10		measured		
62.34	1	sp_plantcov	Ulex europaeus	invasive	shrub	understory	1	1 species	%	Not reported	Table 2			75.2	NA	10	0	NA	10		measured		
62.34	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			4.8	NA	10	84.8	NA	10		measured		
62.34	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			18.6	NA	10	3.6	NA	10		measured		
62.34	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	1	NA	10		measured		
62.34	5	sp_plantcov	Ulex gallii	native	shrub	understory	5	1 species	%	Not reported	Table 2			18	NA	10	12	NA	10		measured		
62.34	6	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	0.3	NA	10		measured		
62.34	7	sp_plantcov	Agrostsis curtisii	native	graminoid	understory	7	1 species	%	Not reported	Table 2			12	NA	10	0	NA	10		measured		
62.34	8	sp_plantcov	Molina caerulea	native	graminoid	understory	8	1 species	%	Not reported	Table 2			0.2	NA	10	0	NA	10		measured		
62.34	9	sp_plantcov	Pteridium aquilinum	native	forb	understory	9	1 species	%	Not reported	Table 2			1.6	NA	10	0	NA	10		measured		
62.35	1	sp_plantcov	Ulex europaeus	invasive	shrub	understory	1	1 species	%	Not reported	Table 2			80.7	NA	10	0	NA	10		measured		
62.35	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	44.2	NA	10		measured		
62.35	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	6.1	NA	10		measured		
62.35	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	24.6	NA	10		measured		
62.35	5	sp_plantcov	Molina caerulea	native	graminoid	understory	5	1 species	%	Not reported	Table 2			34.2	NA	10	16.3	NA	10		measured		
62.35	6	sp_plantcov	Ulex minor	native	shrub	understory	6	1 species	%	Not reported	Table 2			0	NA	10	4.6	NA	10		measured		
62.35	7	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	0.2	NA	10		measured		
62.35	8	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			0	NA	10	12.3	NA	10		measured		
62.35	9	sp_plantcov	Pteridium aquilinum	native	forb	understory	9	1 species	%	Not reported	Table 2			9.5	NA	10	0	NA	10		measured		
62.35	10	sp_plantcov	Ulex gallii	native	shrub	understory	10	1 species	%	Not reported	Table 2			2.8	NA	10	0	NA	10		measured		
62.36	1	sp_plantcov	Ulex europaeus	invasive	shrub	understory	1	1 species	%	Not reported	Table 2			79	NA	10	0	NA	10		measured		
62.36	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			7.2	NA	10	88.2	NA	10		measured		
62.36	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			4.3	NA	10	2.6	NA	10		measured		
62.36	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0.3	NA	10	6.9	NA	10		measured		
62.36	5	sp_plantcov	Molina caerulea	native	graminoid	understory	5	1 species	%	Not reported	Table 2			32.1	NA	10	0.3	NA	10		measured		
62.36	6	sp_plantcov	Ulex gallii	native	shrub	understory	6	1 species	%	Not reported	Table 2			0	NA	10	1.3	NA	10		measured		
62.36	7	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	0.9	NA	10		measured		
62.36	8	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			0	NA	10	0.5	NA	10		measured		
62.36	9	sp_plantcov	Agrostsis curtisii	native	graminoid	understory	9	1 species	%	Not reported	Table 2			2	NA	10	0	NA	10		measured		
62.36	10	sp_plantcov	Pteridium aquilinum	native	forb	understory	10	1 species	%	Not reported	Table 2			7.8	NA	10	0	NA	10		measured		
62.37	1	sp_plantcov	Ulex europaeus	invasive	shrub	understory	1	1 species	%	Not reported	Table 2			86.3	NA	10	0	NA	10		measured		
62.37	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			1.7	NA	10	79.5	NA	10		measured		
62.37	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			12.1	NA	10	6.7	NA	10		measured		
62.37	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			8.9	NA	10	3.2	NA	10		measured		
62.37	5	sp_plantcov	Molina caerulea	native	graminoid	understory	5	1 species	%	Not reported	Table 2			26.5	NA	10	0.3	NA	10		measured		
62.37	6	sp_plantcov	Ulex minor	native	shrub	understory	6	1 species	%	Not reported	Table 2			0	NA	10	10.7	NA	10		measured		
62.37	7	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	0.8	NA	10		measured		
62.37	8	sp_plantcov	Agrostsis curtisii	native	graminoid	understory	8	1 species	%	Not reported	Table 2			2.5	NA	10	0	NA	10		measured		
62.37	9	sp_plantcov	Pteridium aquilinum	native	forb	understory	9	1 species	%	Not reported	Table 2			3	NA	10	0	NA	10		measured		
71.01	1	sp_biomass	Andropogon bladhii	invasive	graminoid	understory	1	1 species	g/m2	SE	Figure 2a	71.xlsx	1	AGG	AGG	AGG	0	NA	NA		other	based on visual assessment of Figure 1 photo	
71.01	1	sp_plantcov	Andropogon bladhii	invasive	graminoid	understory	1	1 species	%	NA	p.1562			10	NA	NA	0	NA	NA		other	based on visual assessment of Figure 1 photo	
71.01	2	sp_biomass	Andropogon gerardii	native	graminoid	understory	1	1 species	g/m2	SE	Figure 2a	71.xlsx	2	NA	NA	NA	AGG	AGG	AGG	values reported as pooled between burned and unburned areas but are listed as two separate observations here	measured		
71.01	2	sp_plantcov	Andropogon gerardii	native	graminoid	understory	1	1 species	%	NA	p.1566			6.82	1.8	10	37.7	3	10	values reported as pooled between burned and unburned areas but are listed as two separate observations here	measured		
71.02	1	sp_biomass	Andropogon bladhii	invasive	graminoid	understory	1	1 species	g/m2	SE	Figure 2a	71.xlsx	1	AGG	AGG	AGG	0	NA	NA		other	based on visual assessment of Figure 1 photo	
71.02	1	sp_plantcov	Andropogon bladhii	invasive	graminoid	understory	1	1 species	%	NA	p.1562			10	NA	NA	0	NA	NA		other	based on visual assessment of Figure 1 photo	
71.02	2	sp_biomass	Andropogon gerardii	native	graminoid	understory	1	1 species	g/m2	SE	Figure 2a	71.xlsx	2	NA	NA	NA	AGG	AGG	AGG	values reported as pooled between burned and unburned areas but are listed as two separate observations here	measured		
71.02	2	sp_plantcov	Andropogon gerardii	native	graminoid	understory	1	1 species	%	NA	p.1566			6.82	1.8	10	37.7	3	10	values reported as pooled between burned and unburned areas but are listed as two separate observations here	measured		
77.01	1	sp_plantcov	Bromus tectorum	invasive	graminoid	understory	1	1 species	%	NA	p.604			57	NA	NA	0	NA	NA		BOSD		
77.01	2	sp_plantcov	Pleuraphis jamesii	native	graminoid	understory	2	1 species	%	NA	p.604			43	NA	NA	100	NA	NA		BOSD		
77.02	1	sp_plantcov	Bromus tectorum	invasive	graminoid	understory	1	1 species	%	NA	p.604			57	NA	NA	0	NA	NA		BOSD		
77.02	2	sp_plantcov	Native grasses	native	graminoid	understory	"2,3,4"	>1 species	%	NA	p.604			43	NA	NA	100	NA	NA		BOSD		
77.03	1	sp_plantcov	Bromus tectorum	invasive	graminoid	understory	1	1 species	%	NA	p.604			57	NA	NA	0	NA	NA		BOSD		
77.03	2	sp_plantcov	Pleuraphis jamesii	native	graminoid	understory	2	1 species	%	NA	p.604			43	NA	NA	100	NA	NA		BOSD		
77.04	1	sp_plantcov	Bromus tectorum	invasive	graminoid	understory	1	1 species	%	NA	p.604			57	NA	NA	0	NA	NA		BOSD		
77.04	2	sp_plantcov	Native grasses	native	graminoid	understory	"2,3,4"	>1 species	%	NA	p.604			43	NA	NA	100	NA	NA		BOSD		
80.01	1	sp_plantcov	Acacia saligna	invasive	tree	canopy	1	1 species	%	NA	p.376			100	NA	NA	0	NA	NA		BOSD		
80.01	2	sp_plantcov	Natives	native	mixed	mixed	"2,3,4,5,6,7,8,9,10,11"	>1 species	%	NA	p.376			NA	NA	NA	NA	NA	NA		BOSD		
80.02	1	sp_plantcov	Acacia cyclops	invasive	tree	canopy	1	1 species	%	NA	p.376			100	NA	NA	0	NA	NA		BOSD		
80.02	2	sp_plantcov	Natives	native	mixed	mixed	"2,3,4"	>1 species	%	NA	p.376			NA	NA	NA	NA	NA	NA		BOSD		
93.01	1	sp_ind	Acacia saligna and Acacia cyclops	invasive	tree	canopy	"1,2"	>1 species	ind./ha	NA	p.2			500	NA	NA	5	NA	NA	"greater than InvMean, less than NatMean"	BOSD		
93.01	1	sp_plantcov	Acacia saligna and Acacia cyclops	invasive	tree	canopy	"1,2"	>1 species	%	NA	p.2			NA	NA	NA	1	NA	NA	less than NatMean	BOSD		
93.01	2	sp_plantcov	Leucospermum parile	native	shrub	canopy	3	1 species	%	NA	p.2			NA	NA	NA	100	NA	NA		BOSD		
93.02	1	sp_ind	Acacia saligna and Acacia cyclops	invasive	tree	canopy	"1,2"	>1 species	ind./ha	NA	p.2			500	NA	NA	5	NA	NA	"greater than InvMean, less than NatMean"	BOSD		
93.02	1	sp_plantcov	Acacia saligna and Acacia cyclops	invasive	tree	canopy	"1,2"	>1 species	%	NA	p.2			NA	NA	NA	1	NA	NA	less than NatMean	BOSD		
93.02	2	sp_plantcov	Pterocelastrus tricuspidatus	native	tree	canopy	3	1 species	%	NA	p.2			NA	NA	NA	100	NA	NA		BOSD		
137.01	1	sp_plantcov	Andropogon gayanus	invasive	graminoid	understory	1	1 species	%	NA	p.1547			NA	NA	NA	0	NA	NA		BOSD		
137.01	2	sp_plantcov	Eucalyptus sp.	native	tree	canopy	"2,3"	>1 species	%	NA	p.1547			100	NA	NA	100	NA	NA		BOSD		
137.01	3	sp_plantcov	Native grasses	native	graminoid	understory	"4,5,6"	>1 species	%	NA	p.1547			NA	NA	NA	100	NA	NA		BOSD		
156.01	1	sp_plantcov	Fallopia japonica	invasive	forb	understory	1	1 species	%	NA	p.1245			NA	NA	NA	0	NA	NA		BOSD		
156.01	2	sp_plantcov	Native trees	native	tree	canopy	2	>1 species	%	NA	p.1245			100	NA	NA	100	NA	NA		BOSD		
157.01	1	sp_plantcov	Typha x glauca	invasive	forb	understory	1	1 species	%	NA	text			100	NA	NA	0	NA	NA		BOSD		
157.01	2	sp_plantcov	Native grasses	native	graminoid	understory	1	1 species	%	NA	text			0	NA	NA	100	NA	NA		BOSD		
164.01	1	sp_plantcov	Cytisus scoparius	invasive	shrub	understory	1	1 species	%	NA	text			100	NA	NA	0	NA	NA		BOSD		
164.01	2	sp_plantcov	Natives	native	mixed	understory	"2,3,4"	>1 species	%	NA	text			0	NA	NA	100	NA	NA		BOSD		
167.01	1	sp_plantcov	Ailanthus altissima	invasive	tree	canopy	1	1 species	%	NA	Table 1		1	AGG	AGG	AGG	AGG	AGG	AGG		measured		
167.01	2	sp_plantcov	Ulmus minor	native	tree	canopy	2	1 species	%	NA	Table 1		2	AGG	AGG	AGG	AGG	AGG	AGG		measured		
167.02	1	sp_plantcov	Robinia pseudoacacia	invasive	tree	canopy	1	1 species	%	NA	Table 1		1	AGG	AGG	AGG	AGG	AGG	AGG		measured		
167.02	2	sp_plantcov	Fraxinus angustifolia	native	tree	canopy	2	1 species	%	NA	Table 1		2	AGG	AGG	AGG	AGG	AGG	AGG		measured		
188.01	1	sp_plantcov	Lantana camara	invasive	shrub	understory	1	1 species	%	NA	p.135			50	NA	NA	0	NA	NA	greater than InvMean	BOSD		
188.01	2	sp_plantcov	Native trees	native	tree	canopy	"2,3,4,5,6,7,8,9,10,11,12"	>1 species	%	NA	p.135			100	NA	NA	100	NA	NA		BOSD		
199.01	1	sp_plantcov	Cytisus scoparius	invasive	shrub	understory	1	1 species	%	NA	p.82			NA	NA	NA	0	NA	NA		BOSD		
199.01	2	sp_plantcov	Natives	native	mixed	understory	"2,3,4,5,6,7,8,9"	>1 species	%	NA	p.82			NA	NA	NA	100	NA	NA		BOSD		
199.02	1	sp_plantcov	Cytisus scoparius	invasive	shrub	understory	1	1 species	%	NA	p.82			NA	NA	NA	0	NA	NA		BOSD		
199.02	2	sp_plantcov	Natives	native	mixed	understory	"2,3,4,5,6,7,8,9"	>1 species	%	NA	p.82			NA	NA	NA	100	NA	NA		BOSD		
236.01	1	sp_plantcov	Microstegium vimineum	invasive	graminoid	understory	1	1 species	%	NA	p.610			78	NA	NA	0	NA	NA	average of the cover range provided	BOSD		
236.01	2	sp_plantcov	Native grasses	native	graminoid	understory	"2,3,4"	>1 species	%	NA	p.610			22	NA	NA	100	NA	NA		BOSD		
249.01	1	sp_plantcov	Microstegium vimineum	invasive	graminoid	understory	1	1 species	%	NA	p.458			NA	NA	NA	0	NA	NA		BOSD		
249.02	1	sp_plantcov	Microstegium vimineum	invasive	graminoid	understory	1	1 species	%	NA	personal observation			80	NA	NA	0	NA	NA		BOSD		
249.02	2	sp_plantcov	Natives	native	mixed	mixed	"2,3,4,5,6,7,8,9,10,11"	>1 species	%	NA	personal observation			20	NA	NA	100	NA	NA		other	personal observation	
249.03	1	sp_plantcov	Microstegium vimineum	invasive	graminoid	understory	1	1 species	%	NA	p.459			100	NA	NA	0	NA	NA		BOSD		
249.03	2	sp_plantcov	Native forbs	native	forb	understory	"2,3"	>1 species	%	NA	p.459			0	NA	NA	33	NA	NA		BOSD		
249.03	3	sp_plantcov	Native grasses	native	graminoid	understory	"4,5"	>1 species	%	NA	p.459			0	NA	NA	33	NA	NA		BOSD		
249.03	4	sp_plantcov	Native sedges	native	graminoid	understory	"6,7"	>1 species	%	NA	p.459			0	NA	NA	33	NA	NA		BOSD		
249.03	5	sp_biomass	Microstegium vimineum	invasive	graminoid	understory	1	1 species	g/pot	SE	my data	249.xlsx		4.357646667	0.1649135	15	0	0	15		measured		
249.03	6	sp_biomass	Natives	native	mixed	understory	"2,3,4,5,6,7"	>1 species	g/pot	SE	my data	249.xlsx		0	0	15	2.180913333	0.087007124	15		measured		
249.04	1	sp_plantcov	Microstegium vimineum	invasive	graminoid	understory	1	1 species	%	NA	p.459			NA	NA	NA	0	NA	NA		BOSD		
249.04	2	sp_plantcov	Native forbs	native	forb	understory	"2,3"	>1 species	%	NA	p.459			NA	NA	NA	33	NA	NA		BOSD		
249.04	3	sp_plantcov	Native grasses	native	graminoid	understory	"4,5"	>1 species	%	NA	p.459			NA	NA	NA	33	NA	NA		BOSD		
249.04	4	sp_plantcov	Native sedges	native	graminoid	understory	"6,7"	>1 species	%	NA	p.459			NA	NA	NA	33	NA	NA		BOSD		
249.04	5	sp_biomass	Microstegium vimineum	invasive	graminoid	understory	1	1 species	g/pot	SE	my data	249.xlsx		2.76734	0.205578972	15	0	0	5		measured		
249.04	5	sp_biomass	Microstegium vimineum	invasive	graminoid	understory	1	1 species	g/pot	SE	my data	249.xlsx		2.76734	0.205578972	15	0	0	15		measured		
249.04	6	sp_biomass	Natives	native	mixed	understory	"2,3,4,5,6,7"	>1 species	g/pot	SE	my data	249.xlsx		1.208333333	0.097556821	15	0	0	5		measured		
249.04	6	sp_biomass	Natives	native	mixed	understory	"2,3,4,5,6,7"	>1 species	g/pot	SE	my data	249.xlsx		1.208333333	0.097556821	15	2.180913333	0.087007124	15		measured		
249.05	1	sp_plantcov	Microstegium vimineum	invasive	graminoid	understory	1	1 species	%	NA	p.459			100	NA	NA	0	NA	NA		BOSD		
249.05	2	sp_biomass	Microstegium vimineum	invasive	graminoid	understory	1	1 species	g/pot	SE	my data	249.xlsx		4.357646667	0.1649135	15	0	0	5		measured		
249.06	1	sp_plantcov	Microstegium vimineum	invasive	graminoid	understory	1	1 species	%	NA	p.459			NA	NA	NA	0	NA	NA		BOSD		
249.06	2	sp_plantcov	Native forbs	native	forb	understory	"2,3"	>1 species	%	NA	p.459			NA	NA	NA	0	NA	NA		BOSD		
249.06	3	sp_plantcov	Native grasses	native	graminoid	understory	"4,5"	>1 species	%	NA	p.459			NA	NA	NA	0	NA	NA		BOSD		
249.06	4	sp_plantcov	Native sedges	native	graminoid	understory	"6,7"	>1 species	%	NA	p.459			NA	NA	NA	0	NA	NA		BOSD		
327.01	1	sp_plantcov	Acacia saligna	invasive	tree	canopy	1	1 species	%	NA	p.45			100	NA	NA	0	NA	NA		BOSD		
327.01	2	sp_plantcov	All natives	native	shrub	mixed	"2,3"	>1 species	%	NA	p.45			0	NA	NA	100	NA	NA		BOSD		
327.02	1	sp_plantcov	Acacia saligna	invasive	tree	canopy	1	1 species	%	NA	p.45			100	NA	NA	0	NA	NA		BOSD		
551.01	1	sp_plantcov	Bromus tectorum	invasive	graminoid	understory	1	1 species	%	NA	p.237			80	NA	NA	0	NA	NA	greater than InvMean	BOSD		
551.01	2	sp_plantcov	Native grasses	native	graminoid	understory	"2,3,4,5,6"	>1 species	%	NA	p.237			20	NA	NA	100	NA	NA	greater than InvMean	BOSD		
705.01	1	sp_plantcov	Natives	native	mixed	understory	"2,3,4,5,6,7"	>1 species	%	SE	Figure 1b		1	21.092	6.321666667	6	41.954	8.448333333	6		measured		
705.01	2	sp_plantcov	Microstegium vimineum	invasive	graminoid	understory	1	1 species	%	SE	Figure 1c		2	60.96333333	5.549	6	7.244666667	3.545666667	6		measured		
706.01	1	sp_plantcov	Solidago candensis	invasive	forb	understory	1	1 species	%	NA	p.164			100	NA	NA	0	NA	NA		BOSD		
706.01	2	sp_plantcov	Natives	native	mixed	mixed	"2,3,4,5,6,7,8,9"	>1 species	%	NA	p.164			0	NA	NA	100	NA	NA		BOSD		
707.01	1	sp_plantcov	Acacia longifolia	invasive	tree	canopy	1	1 species	%	SE	Figure 2a	707.xlsx		100	0.237	10	0	0	8		measured		
707.01	2	sp_plantcov	Corema album	native	shrub	understory	3	1 species	%	SE	Figure 2a	707.xlsx		0.711	0.948	10	15.403	4.265	8		measured		
707.01	3	sp_plantcov	Stauracanthus spectabilis	native	tree	canopy	2	1 species	%	SE	Figure 2a	707.xlsx		0	0	10	24.645	9.478	8		measured		
708.01	1	sp_plantcov	Kochia scoparia	invasive	forb	understory	1	1 species	%	NA	text			100	NA	NA	0	NA	NA		BOSD		
708.01	2	sp_plantcov	Agropyron smithii	native	graminoid	understory	1	1 species	%	NA	text			0	NA	NA	100	NA	NA		BOSD		
708.02	1	sp_plantcov	Kochia scoparia	invasive	forb	understory	1	1 species	%	NA	text			100	NA	NA	0	NA	NA		BOSD		
708.02	2	sp_plantcov	Stipa comata	native	graminoid	understory	1	1 species	%	NA	text			0	NA	NA	100	NA	NA		BOSD		
708.03	1	sp_plantcov	Kochia scoparia	invasive	forb	understory	1	1 species	%	NA	text			100	NA	NA	0	NA	NA		BOSD		
708.03	2	sp_plantcov	Bouteloua gracilis	native	graminoid	understory	1	1 species	%	NA	text			0	NA	NA	100	NA	NA		BOSD		
708.04	1	sp_plantcov	Kochia scoparia	invasive	forb	understory	1	1 species	%	NA	text			100	NA	NA	0	NA	NA		BOSD		
708.04	2	sp_plantcov	Aristida longiseta	native	graminoid	understory	1	1 species	%	NA	text			0	NA	NA	100	NA	NA		BOSD		
708.05	1	sp_plantcov	Kochia scoparia	invasive	forb	understory	1	1 species	%	NA	text			100	NA	NA	0	NA	NA		BOSD		
708.05	2	sp_plantcov	Artemisia frigida	native	shrub	understory	1	1 species	%	NA	text			0	NA	NA	100	NA	NA		BOSD		
708.06	1	sp_plantcov	Kochia scoparia	invasive	forb	understory	1	1 species	%	NA	text			100	NA	NA	0	NA	NA		BOSD		
708.06	2	sp_plantcov	Carex eleocharis	native	graminoid	understory	1	1 species	%	NA	text			0	NA	NA	100	NA	NA		BOSD		
712.01	1	sp_ind	Typha x glauca	invasive	forb	understory	1	1 species	stems/m2	SE	p.407			26.8	1.2	10	0	0	10		measured		
712.01	2	sp_ind	Natives	native	graminoid	understory	"2,3,4,5,6"	>1 species	stems/m2	SE	Figure 7a	712.xlsx		216.068	38.291	10	1069.402	350.085	10		measured		
713.01	1	sp_plantcov	Microstegium vimineum	invasive	graminoid	understory	1	1 species	%	NA	p.143			100	NA	NA	0	NA	NA		BOSD		
713.01	2	sp_plantcov	Native trees and shrubs	native	mixed	mixed	"2,3,4,5,6,7,8"	>1 species	%	NA	p.143			100	NA	NA	100	NA	NA		BOSD		
713.02	1	sp_plantcov	Microstegium vimineum	invasive	graminoid	understory	1	1 species	%	NA	p.143			90	NA	NA	0	NA	NA	greater than InvMean	BOSD		
713.02	2	sp_plantcov	Native trees and shrubs	native	mixed	mixed	"2,3,4,5,6,7,8"	>1 species	%	NA	p.143			100	NA	NA	100	NA	NA		BOSD		
713.03	1	sp_plantcov	Microstegium vimineum	invasive	graminoid	understory	1	1 species	%	NA	p.143			90	NA	NA	0	NA	NA	greater than InvMean	BOSD		
713.03	2	sp_plantcov	Native trees and shrubs	native	mixed	mixed	"2,3,4,5,6,7,8"	>1 species	%	NA	p.143			100	NA	NA	100	NA	NA		BOSD		
713.04	1	sp_plantcov	Microstegium vimineum	invasive	graminoid	understory	1	1 species	%	NA	p.143			90	NA	NA	0	NA	NA	greater than InvMean	BOSD		
713.04	2	sp_plantcov	Pinus strobus	native	tree	canopy	2	1 species	%	NA	p.143			100	NA	NA	100	NA	NA		BOSD		
715.01	1	sp_plantcov	Acacia longifolia	invasive	tree	canopy	1	1 species	%	NA	p.211			90	NA	NA	0	NA	NA	greater than InvMean	BOSD		
715.01	2	sp_plantcov	"""dune system herbs and shrubs"" p.211"	native	mixed	understory	2	>1 species	%	NA	p.211			0	NA	NA	100	NA	NA		BOSD		
716.01	1	sp_plantcov	Solidago gigantea	invasive	forb	understory	1	1 species	%	NA	p.1073			NA	NA	NA	0	NA	NA		BOSD		
716.01	2	sp_plantcov	Natives	native	mixed	understory	"2,3,4,5,6,7,8,9,10,11"	>1 species	%	NA	p.1073			NA	NA	NA	100	NA	NA		BOSD		
